consumer_id,category_code,category_name,district,division_name,division,dt_code,sanctioned_load_kw,connected_load_kw,meter_multiplier,years_as_consumer,payment_delay_avg_days,meter_status,theft_type,theft_label,consumption_Jan_kwh,bill_Jan_inr,energy_charge_Jan_inr,consumption_Feb_kwh,bill_Feb_inr,energy_charge_Feb_inr,consumption_Mar_kwh,bill_Mar_inr,energy_charge_Mar_inr,consumption_Apr_kwh,bill_Apr_inr,energy_charge_Apr_inr,consumption_May_kwh,bill_May_inr,energy_charge_May_inr,consumption_Jun_kwh,bill_Jun_inr,energy_charge_Jun_inr,consumption_Jul_kwh,bill_Jul_inr,energy_charge_Jul_inr,consumption_Aug_kwh,bill_Aug_inr,energy_charge_Aug_inr,consumption_Sep_kwh,bill_Sep_inr,energy_charge_Sep_inr,consumption_Oct_kwh,bill_Oct_inr,energy_charge_Oct_inr,consumption_Nov_kwh,bill_Nov_inr,energy_charge_Nov_inr,consumption_Dec_kwh,bill_Dec_inr,energy_charge_Dec_inr,avg_monthly_consumption_kwh,std_consumption,max_consumption_kwh,min_consumption_kwh,consumption_range_kwh,coefficient_of_variation,winter_avg_kwh,summer_avg_kwh,winter_summer_ratio,near_zero_months,avg_mom_change_pct,max_mom_change_pct,total_annual_consumption_kwh,total_annual_bill_inr,avg_monthly_bill_inr
0110400003756,DS,Domestic Supply,Jammu,DIV-IV (NAGROTA),Jammu,NGT-034S/GULSHAN COLONY,2.1,2.4,1,15,5,Slow Running,None,0,363.4,1111.33,1010.79,287.7,765.56,681.49,247.2,580.59,505.32,234.1,520.75,448.33,187.5,345.31,281.25,161.7,304.68,242.55,160.2,302.32,240.3,170.9,319.17,256.35,227.8,491.98,420.93,199.8,364.69,299.7,304.6,842.76,755.01,331.6,966.08,872.46,239.7,65.79,363.4,160.2,203.2,0.2745,321.8,169.8,1.8953,0,17.13,52.45,2876.5,6915.22,576.27
0200400003757,DS,Domestic Supply,Samba,DIV-I (SAMBA),Jammu,SMB-184T/HILAL PARK,2.6,2.4,1,21,17,Functioning,None,0,333.8,976.13,882.03,287.2,763.29,679.32,231.2,507.51,435.72,202.2,375.05,309.57,184.9,341.22,277.35,183.0,338.22,274.5,163.5,307.51,245.25,186.9,344.37,280.35,227.2,489.24,418.32,241.9,556.38,482.26,319.7,911.72,820.69,321.5,919.95,828.52,240.2,58.2,333.8,163.5,170.3,0.2423,315.6,177.1,1.7814,0,12.85,32.16,2883.0,6830.59,569.22
0150400003758,DS,Domestic Supply,Poonch,DIV-I (POONCH),Jammu,PNC-062T/GULSHAN COLONY,2.1,2.1,1,25,24,Functioning,None,0,289.0,771.51,687.15,331.7,966.53,872.89,218.9,451.33,382.22,215.2,434.43,366.12,178.8,331.61,268.2,168.0,314.6,252.0,166.9,312.87,250.35,177.0,328.78,265.5,208.6,404.28,337.41,220.5,458.63,389.18,272.2,694.77,614.07,292.4,787.04,701.94,228.3,52.92,331.7,166.9,164.8,0.2318,296.3,171.2,1.7305,0,12.23,34.01,2739.2,6256.38,521.37
0110400003759,NDS,Non-Domestic Supply,Jammu,DIV-V (SUNJWAN),Jammu,RHR-193T/NEW COLONY,2.8,3.3,1,4,10,Functioning,None,0,915.6,6093.6,5575.44,828.8,5403.1,4933.12,731.0,4625.1,4209.4,566.0,3312.53,2988.4,517.1,2923.53,2626.54,448.5,2377.82,2118.9,443.1,2334.86,2078.94,501.0,2795.46,2507.4,597.1,3559.93,3218.54,620.4,3745.28,3390.96,740.6,4701.47,4280.44,837.5,5472.31,4997.5,645.6,154.44,915.6,443.1,472.5,0.2392,830.6,469.6,1.7689,0,12.32,22.57,7746.7,47344.99,3945.42
0150400003760,SP,Small Power,Poonch,DIV-I (POONCH),Jammu,PNC-112S/RIVERSIDE COLONY,17.1,18.1,1,4,19,Functioning,None,0,5067.2,39664.02,36710.72,5499.9,43199.18,39999.24,3872.0,29899.24,27627.2,3420.1,26207.22,24192.76,3168.3,24150.01,22279.08,3032.2,23038.07,21244.72,2728.7,20558.48,18938.12,3268.4,24967.83,23039.84,3426.2,26257.05,24239.12,3923.4,30319.18,28017.84,4076.2,31567.55,29179.12,4813.6,37592.11,34783.36,3858.0,830.76,5499.9,2728.7,2771.2,0.2153,4864.2,2976.4,1.6343,0,12.05,29.6,46296.2,357419.94,29784.99
0110400003761,NDS,Non-Domestic Supply,Jammu,DIV-IV (NAGROTA),Jammu,RHR-069S/GULSHAN COLONY,14.0,14.1,1,2,12,Functioning,None,0,805.5,5217.75,4760.7,859.3,5645.73,5158.82,679.3,4213.83,3826.82,592.0,3519.36,3180.8,441.6,2322.93,2067.84,547.0,3161.39,2847.8,429.2,2224.29,1976.08,495.7,2753.29,2468.18,600.9,3590.16,3246.66,618.1,3726.99,3373.94,745.4,4739.66,4315.96,881.3,5820.74,5321.62,641.3,148.3,881.3,429.2,452.1,0.2313,822.9,472.6,1.7412,0,17.24,25.41,7695.3,46936.12,3911.34
0110400003762,DS,Domestic Supply,Jammu,DIV-III (GANGYAL),Jammu,GGL-103T/MAIN BAZAAR,4.1,3.7,1,5,14,Functioning,None,0,357.0,1082.1,982.95,286.1,758.27,674.54,271.2,690.21,609.72,225.4,481.01,410.49,200.9,369.12,303.92,198.4,362.48,297.6,173.9,323.89,260.85,168.0,314.6,252.0,209.0,406.11,339.15,210.0,410.68,343.5,278.3,722.63,640.61,330.8,962.43,868.98,242.4,58.68,357.0,168.0,189.0,0.2421,313.1,191.1,1.6384,0,13.28,32.52,2909.0,6883.53,573.63
0190400003763,NDS,Non-Domestic Supply,Reasi,DIV-I (REASI),Jammu,RSI-040T/MODEL TOWN,4.0,4.5,1,14,8,Slow Running,None,0,976.5,6578.06,6026.1,877.5,5790.51,5293.5,621.6,3754.83,3399.84,564.4,3299.8,2976.56,552.1,3201.96,2885.54,444.7,2347.59,2090.78,502.4,2806.59,2517.76,548.5,3173.32,2858.9,598.0,3567.09,3225.2,601.3,3593.34,3249.62,852.4,5590.84,5107.76,900.0,5969.5,5460.0,669.9,171.77,976.5,444.7,531.8,0.2564,901.6,499.7,1.8042,0,13.56,41.76,8039.4,49673.43,4139.45
0170400003764,DS,Domestic Supply,Kishtwar,DIV-I (KISHTWAR),Jammu,KSW-039S/LINK ROAD,4.5,4.4,1,6,24,Functioning,None,0,311.3,873.37,784.15,292.5,787.5,702.38,229.6,500.2,428.76,183.6,339.17,275.4,206.1,392.86,326.53,183.9,339.64,275.85,188.7,347.2,283.05,166.7,312.55,250.05,185.6,342.32,278.4,213.5,426.67,358.73,255.7,619.4,542.29,317.7,902.59,811.99,227.9,51.33,317.7,166.7,151.0,0.2252,294.3,192.9,1.5257,0,14.11,24.25,2734.9,6183.47,515.29
0010400003765,LP,Large Power,Srinagar,DIV-VIII (ZAKURA),Kashmir,BSB-070S/LINK ROAD,4691.1,4366.3,1,5,18,Functioning,None,0,108667.8,814335.14,738941.04,133605.3,1000867.64,908516.04,96543.1,723642.39,656493.08,70716.5,530459.42,480872.2,73974.3,554827.76,503025.24,59296.5,445037.82,403216.2,60192.4,451739.15,409308.32,68851.1,516506.23,468187.48,72688.3,545208.48,494280.44,73763.6,553251.73,501592.48,96429.2,722790.42,655718.56,104685.4,784546.79,711860.72,84951.1,21821.8,133605.3,59296.5,74308.8,0.2569,110846.9,64487.7,1.7189,0,14.92,30.73,1019413.5,7643212.97,636934.41
0180400003766,DS,Domestic Supply,Ramban,DIV-I (RAMBAN),Jammu,RBN-081S/MAIN BAZAAR,2.6,2.9,1,19,21,Functioning,None,0,331.9,967.45,873.76,335.6,984.35,889.86,241.8,555.92,481.83,223.9,474.17,403.97,193.5,354.76,290.25,186.6,343.89,279.9,198.6,362.79,297.9,178.2,330.66,267.3,213.8,428.03,360.03,203.9,382.82,316.97,291.6,783.38,698.46,331.7,966.53,872.89,244.3,58.62,335.6,178.2,157.4,0.24,322.7,192.9,1.6729,0,13.79,43.01,2931.1,6934.75,577.9
0110400003767,NDS,Non-Domestic Supply,Jammu,DIV-II (REHARI),Jammu,RHR-031S/OLD TOWN,15.8,17.2,1,20,21,Tampered,partial_billing,1,195.2,771.49,624.64,717.1,4514.53,4106.54,602.5,3602.89,3258.5,65.7,326.01,210.24,466.5,2521.01,2252.1,380.8,1876.42,1652.48,47.5,263.4,152.0,474.6,2585.44,2312.04,496.4,2758.86,2473.36,90.1,409.94,288.32,590.3,3505.84,3168.22,748.1,4761.14,4335.94,406.2,240.16,748.1,47.5,700.6,0.5912,562.7,298.3,1.8865,0,241.44,899.16,4874.8,27896.97,2324.75
0040400003768,AP,Agricultural Pump,Kupwara,DIV-I (KUPWARA),Kashmir,HDW-047S/GULSHAN COLONY,19.4,19.0,1,11,24,Functioning,None,0,644.2,545.36,515.36,557.3,475.84,445.84,456.1,394.88,364.88,369.8,325.84,295.84,358.6,316.88,286.88,300.6,270.48,240.48,280.0,254.0,224.0,368.1,324.48,294.48,337.4,299.92,269.92,391.0,342.8,312.8,555.5,474.4,444.4,513.6,440.88,410.88,427.7,110.81,644.2,280.0,364.2,0.2591,567.6,313.1,1.8132,0,16.54,42.07,5132.2,4465.76,372.15
0180400003769,DS,Domestic Supply,Ramban,DIV-I (RAMBAN),Jammu,RBN-166T/POLICE COLONY,2.8,3.0,1,7,22,Functioning,None,0,337.3,992.12,897.25,328.8,953.29,860.28,236.6,532.17,459.21,230.0,502.02,430.5,174.9,325.47,262.35,195.8,358.39,293.7,177.7,329.88,266.55,186.3,343.42,279.45,183.7,339.33,275.55,207.5,399.25,332.62,293.7,792.97,707.59,298.3,813.99,727.61,237.5,58.35,337.3,174.9,162.4,0.2456,314.5,182.8,1.7206,0,12.8,41.54,2850.6,6682.3,556.86
0100400003770,DS,Domestic Supply,Budgam,DIV-I (BUDGAM),Kashmir,CHD-150T/MODEL TOWN,3.8,4.2,1,23,12,Functioning,None,0,308.0,858.29,769.8,336.9,990.29,895.51,274.4,704.82,623.64,206.7,395.6,329.14,196.3,359.17,294.45,170.6,318.69,255.9,191.9,352.24,287.85,168.8,315.86,253.2,185.8,342.64,278.7,233.4,517.55,445.29,308.6,861.03,772.41,340.8,1008.1,912.48,243.5,63.32,340.8,168.8,172.0,0.26,323.6,186.3,1.7372,0,15.78,32.22,2922.2,7024.28,585.36
0010400003771,SP,Small Power,Srinagar,DIV-I (BASANT BAGH),Kashmir,BSB-144S/MODEL TOWN,39.2,42.5,1,16,6,Functioning,None,0,5611.0,44106.87,40843.6,5458.1,42857.68,39681.56,4492.7,34970.36,32344.52,3681.9,28346.12,26182.44,2788.8,21049.5,19394.88,3070.5,23350.98,21535.8,2456.5,18334.61,16869.4,3249.9,24816.68,22899.24,2988.6,22681.86,20913.36,3185.3,24288.9,22408.28,4074.0,31549.58,29162.4,4671.8,36433.61,33705.68,3810.8,1002.29,5611.0,2456.5,3154.5,0.263,4953.7,2771.9,1.7871,0,16.57,32.3,45729.1,352786.75,29398.9
0120400003772,DS,Domestic Supply,Kathua,DIV-I (KATHUA),Jammu,KTH-153T/HILAL PARK,4.8,5.4,1,17,15,Functioning,None,0,325.1,936.4,844.19,302.1,831.35,744.13,282.1,740.0,657.13,186.9,344.37,280.35,188.2,346.41,282.3,193.6,354.92,290.4,163.9,308.14,245.85,175.1,325.78,262.65,178.6,331.29,267.9,202.6,376.88,311.31,300.8,825.4,738.48,297.8,811.7,725.43,233.1,59.27,325.1,163.9,161.2,0.2543,306.4,181.9,1.6847,0,12.55,48.47,2796.8,6532.64,544.39
0020400003773,DS,Domestic Supply,Baramulla,DIV-I (BARAMULLA),Kashmir,PTN-124T/OLD TOWN,1.2,1.2,1,19,2,Functioning,None,0,319.6,911.27,820.26,314.0,885.7,795.9,275.6,710.3,628.86,192.2,352.71,288.3,206.5,394.69,328.27,203.0,378.7,313.05,165.7,310.98,248.55,187.5,345.31,281.25,223.6,472.79,402.66,224.9,478.74,408.31,260.6,641.79,563.61,293.7,792.97,707.59,238.9,49.94,319.6,165.7,153.9,0.209,297.0,191.7,1.5489,0,12.12,30.26,2866.9,6675.95,556.33
0110400003774,DS,Domestic Supply,Jammu,DIV-V (SUNJWAN),Jammu,JMU-018T/GULSHAN COLONY,1.7,1.9,1,10,29,Slow Running,None,0,357.5,1084.38,985.12,304.3,841.39,753.7,240.0,547.7,474.0,193.8,355.24,290.7,177.2,329.09,265.8,160.1,302.16,240.15,153.6,291.92,230.4,165.1,310.03,247.65,208.6,404.28,337.41,192.8,353.66,289.2,297.8,811.7,725.43,293.0,789.78,704.55,228.7,65.38,357.5,153.6,203.9,0.2859,313.1,163.6,1.9137,0,15.91,54.46,2743.8,6421.33,535.11
0060400003775,NDS,Non-Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-020T/MODEL TOWN,10.3,8.9,1,24,7,Functioning,None,0,765.8,4901.94,4466.92,825.8,5379.24,4910.92,753.0,4800.12,4372.2,632.4,3840.74,3479.76,524.6,2983.19,2682.04,526.1,2995.13,2693.14,419.7,2148.71,1905.78,502.4,2806.59,2517.76,494.3,2742.16,2457.82,572.8,3366.62,3038.72,693.6,4327.59,3932.64,791.2,5104.0,4654.88,625.1,130.95,825.8,419.7,406.1,0.2095,769.1,490.1,1.5692,0,12.96,21.09,7501.7,45396.03,3783.0
0180400003776,NDS,Non-Domestic Supply,Ramban,DIV-I (RAMBAN),Jammu,RBN-184T/HILAL PARK,18.9,17.6,1,6,21,Functioning,None,0,901.4,5980.64,5470.36,856.3,5621.87,5136.62,637.4,3880.52,3516.76,592.9,3526.52,3187.46,512.4,2886.14,2591.76,496.7,2761.25,2475.58,467.4,2528.17,2258.76,549.7,3182.86,2867.78,478.9,2619.65,2343.86,565.4,3307.76,2983.96,786.6,5067.4,4620.84,899.9,5968.7,5459.26,645.4,161.32,901.4,467.4,434.0,0.25,861.0,492.2,1.7495,0,14.74,39.12,7745.0,47331.48,3944.29
0130400003777,DS,Domestic Supply,Udhampur,DIV-I (UDHAMPUR),Jammu,RMN-061S/MODEL TOWN,2.9,3.0,1,21,111,Tampered,meter_bypass,1,65.8,153.63,98.7,85.5,184.66,128.25,83.0,180.72,124.5,52.0,131.9,78.0,55.0,136.62,82.5,54.0,135.05,81.0,64.1,150.96,96.15,59.7,144.03,89.55,60.2,144.82,90.3,52.3,132.37,78.45,87.7,188.13,131.55,82.1,179.31,123.15,66.8,13.28,87.7,52.0,35.7,0.1989,80.3,57.7,1.3912,0,17.4,67.69,801.4,1862.2,155.18
0050400003778,DS,Domestic Supply,Pulwama,DIV-II (PAMPORE),Kashmir,PMP-199S/HILAL PARK,4.4,5.0,1,13,104,Bypassed,meter_tampering,1,189.2,347.99,283.8,125.0,246.88,187.5,155.1,294.28,232.65,105.6,216.32,158.4,113.0,227.97,169.5,104.7,214.9,157.05,113.1,228.13,169.65,102.5,211.44,153.75,94.8,199.31,142.2,112.5,227.19,168.75,148.4,283.73,222.6,173.2,322.79,259.8,128.1,29.48,189.2,94.8,94.4,0.2302,158.9,110.3,1.4415,0,17.86,33.93,1537.1,3020.93,251.74
0120400003779,DS,Domestic Supply,Kathua,DIV-I (KATHUA),Jammu,KTH-018T/MAIN BAZAAR,3.6,3.9,1,12,5,Functioning,None,0,312.7,879.75,790.24,333.7,975.67,881.59,276.2,713.04,631.47,195.0,357.12,292.5,176.7,328.3,265.05,160.4,302.63,240.6,166.9,312.87,250.35,193.9,355.39,290.85,200.4,366.83,301.74,211.7,418.43,350.89,306.8,852.81,764.58,292.6,787.95,702.81,235.6,60.95,333.7,160.4,173.3,0.2587,311.5,168.0,1.8539,0,13.7,44.92,2827.0,6650.79,554.23
0110400003780,AP,Agricultural Pump,Jammu,DIV-IV (NAGROTA),Jammu,NGT-001S/GULSHAN COLONY,5.1,4.8,1,25,108,Slow Running,meter_bypass,1,132.2,135.76,105.76,164.7,161.76,131.76,123.6,128.88,98.88,122.7,128.16,98.16,78.4,92.72,62.72,85.0,98.0,68.0,66.6,83.28,53.28,112.1,119.68,89.68,69.9,85.92,55.92,119.4,125.52,95.52,183.2,176.56,146.56,228.0,212.4,182.4,123.8,46.57,228.0,66.6,161.4,0.3762,177.0,76.7,2.309,0,33.74,70.82,1485.8,1548.64,129.05
0030400003781,DS,Domestic Supply,Anantnag,DIV-III (KULGAM-EAST),Kashmir,ANG-050S/POLICE COLONY,1.6,1.5,1,27,17,Functioning,None,0,359.7,1094.42,994.69,318.1,904.42,813.74,255.7,619.4,542.29,238.8,542.22,468.78,196.2,359.01,294.3,186.5,343.74,279.75,168.2,314.92,252.3,209.1,406.56,339.58,194.5,356.34,291.75,187.9,345.94,281.85,241.5,554.55,480.52,329.2,955.12,862.02,240.5,60.76,359.7,168.2,191.5,0.2527,312.1,183.6,1.6997,0,15.45,36.31,2885.4,6796.64,566.39
0090400003782,DS,Domestic Supply,Bandipora,DIV-I (BANDIPORA),Kashmir,BDP-108T/POLICE COLONY,1.4,1.6,1,15,17,Functioning,None,0,315.6,893.0,802.86,348.9,1045.1,947.71,233.4,517.55,445.29,198.2,362.16,297.3,173.2,322.79,259.8,154.0,292.55,231.0,181.0,335.07,271.5,181.0,335.07,271.5,203.2,379.62,313.92,247.6,582.41,507.06,317.2,900.31,809.82,312.0,876.56,787.2,238.8,65.02,348.9,154.0,194.9,0.2723,323.4,169.4,1.9092,0,14.89,33.1,2865.3,6842.19,570.18
0160400003783,DS,Domestic Supply,Doda,DIV-I (DODA),Jammu,DDA-066T/NEW COLONY,1.6,1.7,1,16,84,Tampered,sudden_drop,1,333.5,974.76,880.72,323.1,927.25,835.49,244.8,569.62,494.88,208.2,402.45,335.67,196.5,359.49,294.75,191.3,351.3,286.95,44.4,119.93,66.6,30.2,97.57,45.3,39.4,112.06,59.1,61.0,146.08,91.5,48.0,125.6,72.0,56.5,138.99,84.75,148.1,109.79,333.5,30.2,303.3,0.7414,190.3,144.1,1.3207,0,25.79,76.79,1776.9,4325.1,360.42
0120400003784,DS,Domestic Supply,Kathua,DIV-II (HIRANAGAR),Jammu,KTH-018S/OLD TOWN,1.1,0.9,1,8,0,Functioning,None,0,286.4,759.63,675.84,328.4,951.47,858.54,258.6,632.66,554.91,189.8,348.94,284.7,200.9,369.12,303.92,170.8,319.01,256.2,167.5,313.81,251.25,169.7,317.28,254.55,203.6,381.44,315.66,226.2,484.67,413.97,272.6,696.6,615.81,352.4,1061.09,962.94,235.6,60.78,352.4,167.5,184.9,0.258,309.9,179.7,1.7245,0,15.22,29.27,2826.9,6635.72,552.98
0060400003785,NDS,Non-Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-033T/GULSHAN COLONY,9.4,9.3,1,9,29,Slow Running,None,0,948.8,6357.7,5821.12,810.1,5254.35,4794.74,694.4,4333.95,3938.56,630.3,3824.04,3464.22,440.1,2311.0,2056.74,487.2,2685.68,2405.28,431.3,2240.99,1991.62,547.0,3161.39,2847.8,526.7,2999.9,2697.58,653.0,4004.62,3632.2,786.4,5065.81,4619.36,877.0,5786.54,5289.8,652.7,166.22,948.8,431.3,517.5,0.2547,855.6,452.9,1.8892,0,16.09,30.18,7832.3,48025.97,4002.16
0110400003786,DS,Domestic Supply,Jammu,DIV-I (JAMMU CITY),Jammu,JMU-022S/OLD TOWN,3.9,3.6,1,19,0,Functioning,None,0,297.2,808.96,722.82,349.7,1048.75,951.19,233.9,519.84,447.47,197.1,360.43,295.65,198.9,363.27,298.35,178.4,330.98,267.6,169.8,317.43,254.7,199.0,363.43,298.5,215.5,435.8,367.43,207.6,399.71,333.06,261.3,644.99,566.65,279.9,729.94,647.56,232.4,51.86,349.7,169.8,179.9,0.2232,297.0,182.4,1.6287,0,13.15,33.11,2788.3,6323.53,526.96
0080400003787,NDS,Non-Domestic Supply,Ganderbal,DIV-I (GANDERBAL),Kashmir,GBL-001S/OLD TOWN,5.6,4.8,1,5,10,Functioning,None,0,894.1,5922.57,5416.34,803.2,5199.46,4743.68,689.2,4292.59,3900.08,599.9,3582.2,3239.26,513.4,2894.1,2599.16,483.3,2654.65,2376.42,421.0,2159.06,1915.4,532.6,3046.83,2741.24,495.0,2747.72,2463.0,644.1,3933.82,3566.34,843.8,5522.43,5044.12,938.7,6277.36,5746.38,654.9,169.42,938.7,421.0,517.7,0.2587,870.0,472.6,1.8409,0,16.04,31.0,7858.3,48232.79,4019.4
0110400003788,NDS,Non-Domestic Supply,Jammu,DIV-IV (NAGROTA),Jammu,NGT-082T/POLICE COLONY,13.5,13.9,1,14,18,Functioning,None,0,799.7,5171.61,4717.78,854.7,5609.14,5124.78,624.9,3781.08,3424.26,557.8,3247.3,2927.72,495.2,2749.32,2464.48,548.1,3170.14,2855.94,448.3,2376.23,2117.42,471.1,2557.6,2286.14,497.3,2766.02,2480.02,547.7,3166.95,2852.98,752.2,4793.75,4366.28,750.8,4782.61,4355.92,612.3,134.73,854.7,448.3,406.4,0.22,789.4,497.2,1.5876,0,12.99,37.34,7347.8,44171.75,3680.98
0130400003789,DS,Domestic Supply,Udhampur,DIV-II (RAMNAGAR),Jammu,RMN-073S/OLD TOWN,1.3,1.2,1,18,4,Functioning,None,0,308.0,858.29,769.8,356.0,1077.53,978.6,269.0,680.16,600.15,202.2,375.05,309.57,197.9,361.69,296.85,171.9,320.74,257.85,182.9,338.07,274.35,167.9,314.44,251.85,202.7,377.33,311.74,234.3,521.67,449.21,252.7,605.7,529.24,286.1,758.27,674.54,236.0,56.81,356.0,167.9,188.1,0.2408,300.7,184.2,1.6322,0,13.83,24.83,2831.6,6588.94,549.08
0050400003790,NDS,Non-Domestic Supply,Pulwama,DIV-I (PULWAMA),Kashmir,PMP-023S/LINK ROAD,19.9,21.1,1,3,2,Functioning,None,0,808.6,5242.41,4783.64,767.4,4914.67,4478.76,628.4,3808.92,3450.16,635.0,3861.43,3499.0,507.0,2843.18,2551.8,416.7,2124.85,1883.58,453.1,2414.41,2152.94,529.9,3025.35,2721.26,555.1,3225.82,2907.74,623.3,3768.35,3412.42,806.3,5224.12,4766.62,926.6,6181.1,5656.84,638.1,151.84,926.6,416.7,509.9,0.2379,827.2,458.9,1.8025,0,13.57,29.36,7657.4,46634.61,3886.22
0030400003791,DS,Domestic Supply,Anantnag,DIV-II (ISLAMABAD),Kashmir,BIJ-168S/GULSHAN COLONY,3.7,3.2,1,12,11,Functioning,None,0,337.2,991.66,896.82,347.2,1037.34,940.32,224.5,476.9,406.57,210.6,413.42,346.11,169.2,316.49,253.8,161.0,303.57,241.5,160.9,303.42,241.35,185.0,341.38,277.5,188.0,346.1,282.0,197.5,361.06,296.25,281.4,736.79,654.09,342.7,1016.78,920.74,233.8,70.05,347.2,160.9,186.3,0.2997,327.1,163.7,1.9983,0,14.09,42.48,2805.2,6644.91,553.74
0060400003792,NDS,Non-Domestic Supply,Shopian,DIV-I (SHOPIAN),Kashmir,SHP-044T/OLD TOWN,13.6,13.8,1,5,14,Functioning,None,0,871.0,5738.8,5245.4,848.3,5558.23,5077.42,689.4,4294.18,3901.56,638.5,3889.27,3524.9,551.8,3199.57,2883.32,418.3,2137.58,1895.42,413.8,2101.78,1862.12,487.5,2688.06,2407.5,556.7,3238.55,2919.58,589.1,3496.29,3159.34,821.1,5341.85,4876.14,868.2,5716.53,5224.68,646.1,164.44,871.0,413.8,457.2,0.2545,852.2,461.3,1.8473,0,13.68,39.38,7753.7,47400.69,3950.06
0010400003793,DS,Domestic Supply,Srinagar,DIV-VI (BATAMALOO),Kashmir,KHM-051T/GULSHAN COLONY,1.1,1.0,1,14,23,Functioning,None,0,312.6,879.3,789.81,315.6,893.0,802.86,273.4,700.25,619.29,226.4,485.58,414.84,195.5,357.91,293.25,173.0,322.47,259.5,159.8,301.68,239.7,197.4,360.9,296.1,224.9,478.74,408.31,218.2,448.13,379.17,290.6,778.82,694.11,338.0,995.32,900.3,243.8,57.52,338.0,159.8,178.2,0.2359,314.2,176.1,1.7842,0,14.02,33.18,2925.4,7002.1,583.51
0130400003794,SP,Small Power,Udhampur,DIV-II (RAMNAGAR),Jammu,UDH-044T/GREEN LANE,25.6,23.9,1,26,27,Functioning,None,0,5781.3,45498.22,42137.88,4749.6,37069.23,34296.96,3824.6,29511.98,27266.96,3278.9,25053.61,23119.64,3395.9,26009.5,24008.84,3114.4,23709.65,21869.44,2865.5,21676.14,19977.8,2958.9,22439.21,20687.64,3470.9,26622.25,24578.84,3902.6,30149.24,27859.76,4125.1,31967.07,29550.76,5005.5,39159.94,36241.8,3872.8,862.54,5781.3,2865.5,2915.8,0.2227,4915.4,3125.3,1.5728,0,11.95,21.34,46473.2,358866.04,29905.5
0020400003795,NDS,Non-Domestic Supply,Baramulla,DIV-III (PATTAN),Kashmir,BRM-165T/OLD TOWN,7.3,7.3,1,21,0,Functioning,None,0,860.2,5652.89,5165.48,764.2,4889.21,4455.08,639.2,3894.84,3530.08,555.1,3225.82,2907.74,489.8,2706.36,2424.52,508.6,2855.91,2563.64,520.4,2949.78,2650.96,509.1,2859.89,2567.34,543.7,3135.13,2823.38,521.9,2961.71,2662.06,694.8,4337.13,3941.52,778.9,5006.15,4563.86,615.5,122.71,860.2,489.8,370.4,0.1994,774.5,506.3,1.5299,0,10.62,33.13,7385.9,44474.82,3706.24
0140400003796,DS,Domestic Supply,Rajouri,DIV-II (THANNAMANDI),Jammu,RAJ-149S/NEW COLONY,4.5,4.8,1,20,11,Functioning,None,0,340.4,1006.28,910.74,278.6,724.01,641.91,278.3,722.63,640.61,238.9,542.68,469.22,201.9,373.68,308.27,195.3,357.6,292.95,156.5,296.49,234.75,193.2,354.29,289.8,199.2,363.74,298.8,246.2,576.02,500.97,262.0,648.18,569.7,353.1,1064.29,965.99,245.3,57.95,353.1,156.5,196.6,0.2362,308.5,184.6,1.6716,0,14.76,34.77,2943.6,7029.89,585.82
0200400003797,NDS,Non-Domestic Supply,Samba,DIV-I (SAMBA),Jammu,SMB-123S/GREEN LANE,17.2,18.4,1,17,21,Functioning,None,0,860.3,5653.69,5166.22,769.3,4929.78,4492.82,641.2,3910.75,3544.88,565.6,3309.35,2985.44,473.9,2579.87,2306.86,478.5,2616.47,2340.9,521.4,2957.74,2658.36,501.1,2796.25,2508.14,496.2,2757.27,2471.88,541.0,3113.65,2803.4,778.0,4998.99,4557.2,786.8,5068.99,4622.32,617.8,136.31,860.3,473.9,386.4,0.2206,798.6,491.3,1.6256,0,11.27,43.81,7413.3,44692.8,3724.4
0120400003798,DS,Domestic Supply,Kathua,DIV-II (HIRANAGAR),Jammu,HRN-129T/MAIN BAZAAR,3.6,3.1,1,16,22,Functioning,None,0,293.5,792.06,706.72,347.9,1040.53,943.36,252.7,605.7,529.24,191.5,351.61,287.25,202.6,376.88,311.31,163.3,307.2,244.95,177.6,329.72,266.4,175.4,326.25,263.1,194.0,355.55,291.0,243.3,562.77,488.36,249.0,588.81,513.15,319.0,908.53,817.65,234.2,58.03,347.9,163.3,184.6,0.2478,302.4,181.2,1.6689,0,15.62,28.11,2809.8,6545.61,545.47
0010400003799,DS,Domestic Supply,Srinagar,DIV-VIII (ZAKURA),Kashmir,BSB-017S/LINK ROAD,3.8,4.4,1,2,24,Functioning,None,0,337.5,993.03,898.12,289.8,775.16,690.63,274.2,703.91,622.77,198.6,362.79,297.9,207.7,400.16,333.49,171.8,320.59,257.7,173.3,322.95,259.95,186.3,343.42,279.45,202.5,376.42,310.88,204.5,385.56,319.57,298.3,813.99,727.61,347.3,1037.8,940.75,241.0,61.55,347.3,171.8,175.5,0.2554,318.2,184.3,1.727,0,13.57,45.87,2891.8,6835.78,569.65
